2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,Name,ISO3
522397.090711347,526882.667266593,537377.571452805,534089.798684709,533917.43629539,537889.892623617,533693.508207377,529842.870342484,522517.191663285,518850.759462375,511710.242020824,495154.085966803,494740.100776734,491441.695937142,483445.826664823,472245.9907776,466382.112471814,451721.717814666,439803.962228252,433478.650825855,424092.95937256,423764.932564252,423080.108191254,418674.057493862,418623.049562649,Australia,AUS
76332.6185859917,80042.5418408096,79897.1151021792,82626.6380188969,84946.0197097698,80190.6514378182,87101.134677129,87241.1545305627,89981.0212829735,92810.4871969534,91835.8942410282,92018.4811411606,86129.5464386255,84380.8068854374,80429.3433929845,80106.7171759132,81770.8395563128,82474.3920310851,83008.8063000899,79813.0345359956,76503.4852878471,75988.2270431512,75930.9957651566,82636.9034660686,78844.6272595357,Austria,AUT
91895.646557818,93037.24544666,90925.114581937,91671.727009572,91183.549358156,89223.65625899,92364.348971776,88920.641948088,89449.655446278,85596.098699522,83688.299567336,79158.718822027,76683.86788515,77921.8275915,77959.724959323,79497.84205671,82668.831561971,86282.505937182,82375.194219344,80369.782345399,88206.3567402,103951.525256019,116588.686464578,125601.052927806,133457.162012087,Belarus,BLR
113866.619000541,119375.301515447,118761.338189887,122833.395512317,133258.405661738,125811.802030467,138749.626056865,136451.339269181,141046.707506786,144803.082030313,148971.404765463,147579.069694206,147240.36528013,147626.133486262,149213.017245465,148062.443619472,154340.392867866,149163.455913832,157656.68711628,154020.293703539,151882.372526596,147393.394631085,148384.726816956,148825.699408439,146021.236760582,Belgium,BEL
747171.872611087,737423.135272495,729475.888683575,722862.506881868,718178.080242569,702098.419634983,743519.658507859,766021.806890764,746308.214382233,753897.578284867,769691.185364662,766107.894942836,752124.480865682,737198.311959851,745991.030964409,729415.115205006,728148.99665231,702636.426437771,690743.642261192,688384.405366886,652999.137826791,631353.636876568,625134.003492663,611861.12927,616908.110877472,Canada,CAN
22898.8781594815,23770.5527686019,24734.6498197466,26773.8263390969,27280.229834957,27909.1256955995,29825.9471994577,30972.9120898759,29555.682228908,29285.7515786302,28875.9847673693,28782.8213260193,27420.0965723045,26394.0456777833,25172.9628559273,25519.0833654255,24459.7108462523,24126.2737653358,22882.9631499268,22296.1672493651,21712.7639767596,22658.2944835065,22538.033900319,24408.6837858286,31204.6312635073,Croatia,HRV
8453.76741329697,8020.09846997047,8769.36602589842,9296.16313035284,9571.65722046227,9872.18368832317,10093.2699679916,9913.23461665865,9567.54719307495,9307.98055927861,9144.37142221279,8914.58309273857,8519.08140283278,8282.54807082145,8326.88573407511,8059.08339104404,7799.55925734513,7473.09509160237,7343.53788019567,7046.93261063203,7103.13267836446,6858.74068732256,6559.3306354766,6121.529001151,5624.6499220004,Cyprus,CYP
125033.10582198,129786.733647197,133778.906336159,137948.618700005,139148.951861755,137086.77903594,145567.080699127,150213.502592063,149389.776089742,147600.476572277,149733.015180822,148967.238483566,145622.965867921,149273.387344918,149753.57653768,140428.949751359,149574.351299437,155548.726287072,159496.56013386,157350.40343243,156919.265024264,164865.692577199,172740.62628144,179630.548190822,198621.240805831,Czech Republic,CZE
51206.6723882224,55435.0429033332,53408.4070224009,58244.3622922872,63499.8366628903,63066.657814688,65963.7633642098,69661.1796452394,74321.3576577687,66594.6809530195,71072.6799034672,77212.6403786028,72260.1099393143,72757.1164028408,71007.9297239399,75520.2701761614,78033.5456150595,82264.6688681631,91956.1004876897,78984.8718855628,82064.6645053473,78138.1930583691,76260.9911320547,82163.9325216713,71470.183211674,Denmark,DNK
21059.2401362604,21676.70632569,19423.3253615838,20485.0360389207,19911.6818808835,16181.965393366,19374.623993778,20816.9352876355,17686.4656016219,18297.6746871499,19055.487479688,18782.3647025788,16930.0907302884,17473.0230485506,17061.8525770349,17358.5004723794,18705.8234879671,20262.1584010382,20631.7526567215,19934.7905834531,21713.1632575004,21001.9712440401,26876.4806469349,36794.5625866692,39965.168718297,Estonia,EST
