2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,Name,ISO3
192.535990598746,192.001235884439,294.882946981773,301.304839525102,283.315234628066,358.551981149097,444.516693559401,582.676819046088,687.059841760489,1791.70111972472,1713.84870550831,1683.98477494731,1727.62315282097,1801.88197415979,1287.06178871158,1139.05875745416,1660.51882000668,1228.1508980875,1410.39505848126,1530.83566492632,2164.42874878371,3315.52837602798,4603.282544266,4610.74329393256,4607.01291909928,Australia,AUS
53.028514,49.22899,50.715244,73.51273,78.048961,36.02206,208.1864855,230.332465,172.3869125,163.2852,157.57325,126.38302,101.974977939939,116.337427939939,87.86564,79.1829096859275,55.5311426684334,117.471744,80.25417,83.34963,70.956369,63.52011,510.473091,1192.61742216,1182.78680316,Austria,AUT
306.964411187965,431.59111681973,278.209592092669,225.503225953068,106.614406935151,145.921106681532,253.103557740221,224.05726098503,199.907099703807,192.770199646856,378.33328106467,259.03112540345,101.056756156584,275.840256156584,446.1100272947,428.74688744057,843.866492939303,1528.91853903915,2766.91383,2914.28531,2637.36937,2195.90067,2284.7677,2096.42035,2191.04861,Belgium,BEL
0.03288584829846,0.03908750327438,0.0464831354475,0.05530833855,0.063742887,0.05586741,0.0206622,,,,,,,,,,,,,,,,,,,Bulgaria,BGR
1088.03684332993,1617.10472606783,1798.64304954706,1687.38042043144,1859.18101828115,2510.72426252695,2601.86447951403,2534.65909001609,2986.03241274414,3839.26384509145,3522.38338801992,3490.08719858864,3463.00536534033,4048.62755988282,4985.56832459483,5371.78677818714,6477.23123443947,6374.9048486145,6502.74608743939,6349.22019719877,6895.01454213527,7455.58343575615,7578.68311306545,8033.11321531272,7557.90185934868,Canada,CAN
0.059536,0.05981904,0.0311699,0.016777,0.0339003,0.25788015,,,,,,,,,,,,,,,,,,850.751424,1240.238592,Croatia,HRV
5.34193902103615,6.60744120717277,8.73895467856366,10.7174354333106,49.3217341893848,44.1436351376944,37.2934312436944,27.0289353773216,29.0066881000163,12.7351649519389,10.9806268960446,7.27394865331202,15.4309141736833,8.54303775749736,3.94609471781817,0.84022894215434,1.5264379612585,1.56259857234407,0.4655587478,0.00883,,,,,,Czech Republic,CZE
8.6638359711981,10.9029596346254,12.248821396879,15.757724600625,18.672612787802,19.979916431676,18.444488645718,21.186794217955,21.150361908937,18.767038231956,20.534267704379,24.592389402758,28.013003919633,27.911832355344,22.567448283225,15.74457587025,11.4748565225,5.195285025,2.09337225,0.6335525,0.066225,,,,,Denmark,DNK
,,,,,,0.04855617,0.0769093,0.09447217,,,,,,,,,,,,,,,,,Estonia,EST
3486.24942842743,3939.09056290682,3680.62834322903,4225.76748236981,3857.82259272209,3332.04392983159,5119.1397055615,5968.64361192412,6435.83425480503,7225.36575668559,8610.46492401239,10162.3007913942,12287.149548082,10572.4666747186,11800.2915091444,13770.4398105343,14155.1426610183,14975.2874783921,16147.6368474015,16805.5400569795,17217.9420896803,17891.0518691425,18844.4240419628,23023.0803797629,25369.6620194011,European Union,
10.303868640737,6.66307129273,5.65778724924,2.29971034165,1.060941,11.58387444778,13.93489389192,10.20663632902,19.2075921,15.9741532,14.3909954,18.32408905674,16.50458664744,22.6845372266,13.226121095,35.6934882,0.633393,0.550777,0.478937,0.416466,0.362145,0.314908,0.273833,0.238116,0.207057,Finland,FIN
591.712394537396,657.612215269055,778.267427958322,761.96022581171,605.292221904073,546.73406304374,765.668792524516,1167.35230993816,1450.31796981777,1748.24988724352,2626.77729803323,3838.7786681438,4162.08521901902,2640.88983896737,2985.4105642297,4206.32349490227,3410.29367790934,2918.65581274502,2810.7015068861,3069.28484995456,4313.40745706277,4831.98538603529,4906.23797974481,4810.46547146533,5190.38858384413,France,FRA
234.23012791,258.2424803299,242.1952982868,278.5131586336,345.37465459,405.8981948932,565.999678438,587.3371341023,668.4684378916,836.7689433718,977.4001705905,1015.5303278961,945.647647991,869.6013591746,956.3249366953,1484.7690261203,1781.790641552,1653.4839981524,2041.1871893157,2085.7208519202,1918.7755989799,2256.3898262972,2407.11875,2654.6235,3060.2315,Germany,DEU
134.633696322023,172.562015967165,147.771191593888,110.526125998605,129.438348346555,91.3453978446758,118.952206345371,103.042673492972,87.2101002,91.511358864,87.855325596,89.276316768,88.287043956,84.10325592,122.260247232,105.30855576,155.47853778,125.63728338,53.729172,62.8524918,70.308966,112.9376556,187.741785,191.1907368,190.2597858,Greece,GRC
1.96115768125132,1.69134045297462,1.72305427467814,2.15827518269987,1.52109411054007,3.69890288580613,4.79870808868294,4.54037826540194,3.17983523297692,280.51847978122,269.426370033108,254.412840496853,271.90618149322,266.845373482288,283.114349327952,287.030881250729,263.733628988859,212.280471028897,212.8050371876,222.719179440243,212.187218997811,194.585003513472,180.03805736488,323.59787259829,375.722486894352,Hungary,HUN
99.0329495237754,88.1645538991686,93.9998354889332,74.5201696791007,171.665383798272,180.050603425226,411.382652201443,331.386346929023,392.787977495711,30.7605519721848,45.4764422364567,70.4734568833258,85.5105213233986,108.050497198888,149.893851386049,204.172738340799,212.332325585756,97.0800910723957,29.6441215579461,69.3625828823928,52.5334804461967,88.2399125902694,183.03511320119,410.608373661486,494.641568393072,Iceland,ISL
9.0040101010101,8.32435555555557,9.55905777777773,15.8758,46.5838,83.63275,136.13626,168.1002,190.95674,216.38503,234.81346,285.9505728,267.89489,379.51399,397.75633,254.822381,79.217,169.01224,133.28886,97.60724,58.612252,39.114758,19.617264,9.868517,0.11977,Ireland,IRL
